id,grid_id,score,data_source,latitude,longitude,lat_lon,address,created date,category,coundist,geometry,borocode,borough_df_benches_std_0,borough_df_benches_std_1,borocd,assemdist,stsendist,congdist,siteid,benchid,type,benchtype,geocodeadd,street,crossstree,borough_df_benches_std_2,borough_df_benches_std_3,comdist,busroute,bid
229575,2808,11.580000000000002,df_benches,40.840422,-73.91091,-3018.55275480402,240 East 172nd Street,09/09/2013,Bench,16.0,POINT (-73.91091 40.840422),2.0,Bronx,Bronx,204.0,77.0,33.0,15.0,2135.0,742.0,Community Health Centers,backed,240 East 172nd Street,Morris Avenue,East 171st and 172nd Streets,Bronx,Bronx,204.0,BX32,Not Applicable
229576,1029,2.71,df_benches,40.623025,-74.004589,-3006.2902690617248,7009 13th Avenue,03/06/2013,Bench,43.0,POINT (-74.004589 40.623025),3.0,Brooklyn,Brooklyn,310.0,49.0,22.0,11.0,1642.0,443.0,Senior Center,backed,7009 13th Avenue,13th Avenue,70th & 71st Street,Brooklyn,Brooklyn,310.0,B64,Not Applicable
229577,2751,12.64,df_benches,40.8315344323,-73.8923369216,-3017.1374992974233,1334 Louis Nine Boulevard,02/04/2013,Bench,17.0,POINT (-73.8923369216 40.8315344323),2.0,Bronx,Bronx,203.0,79.0,32.0,15.0,1535.0,287.0,General,backed,1334 Louis Nine Boulevard,Plaza,"Intervale Avenue, Louis Nine Blvd & Jennings Street",Bronx,Bronx,203.0,Not Applicable,Not Applicable
229578,2628,10.580000000000002,df_benches,40.818324,-73.941511,-3018.168553047564,2394 Adam Clayton Powell Jr Blvd,01/09/2018,Bench,9.0,POINT (-73.941511 40.818324),1.0,Manhattan,Manhattan,110.0,70.0,30.0,13.0,3962.0,296.0,Bus Route,backless 2,2394 Adam Clayton Powell Jr Blvd,Adam Clayton Powell Jr Blvd,W139th Street & W140th Street,Manhattan,Manhattan,110.0,M02,Not Applicable
229579,3164,7.510000000000001,df_benches,40.882898,-73.891256,-3020.888682139888,3961 Hillman Avenue,07/30/2014,Bench,11.0,POINT (-73.891256 40.882898),2.0,Bronx,Bronx,208.0,81.0,34.0,13.0,2703.0,1201.0,Municipal Facilities,backed,3961 Hillman Avenue,Hillman Avenue,Sedgwick Avenue & Van Cortlandt Park South,Bronx,Bronx,208.0,Not Applicable,Not Applicable
229580,1214,7.36,df_benches,40.644086,-73.929575,-3004.80000424345,1160 Utica Avenue,05/29/2014,Bench,45.0,POINT (-73.929575 40.644086),3.0,Brooklyn,Brooklyn,317.0,58.0,21.0,9.0,2480.0,1226.0,Health Care Facilities,backless,1160 Utica Avenue,Utica Avenue,Clarendon Road & Avenue D,Brooklyn,Brooklyn,317.0,B46,Not Applicable
229581,2748,13.739999999999998,df_benches,40.83213,-73.922213,-3018.40141110369,1068 Gerard Avenue,01/08/2014,Bench,16.0,POINT (-73.922213 40.83213),2.0,Bronx,Bronx,204.0,84.0,29.0,15.0,2307.0,1121.0,General,backed,1068 Gerard Avenue,Gerard Avenue,E165th & McClellan Street,Bronx,Bronx,204.0,Not Applicable,Not Applicable
229582,2037,14.83,df_benches,40.743137,-73.951541,-3013.017766324117,10-93 Jackson Avenue,10/29/2014,Bench,26.0,POINT (-73.951541 40.743137),4.0,Queens,Queens,402.0,37.0,12.0,12.0,2814.0,1413.0,General,backed,10-93 Jackson Avenue,11th Street,11th Street and 49th Avenue,Queens,Queens,402.0,B62,Not Applicable
229583,2690,15.86,df_benches,40.823289,-73.907948,-3017.1655206009723,916 Eagle Avenue,09/15/2014,Bench,17.0,POINT (-73.907948 40.823289),2.0,Bronx,Bronx,203.0,79.0,32.0,15.0,2696.0,1323.0,Municipal Facilities,backed,916 Eagle Avenue,Eagle Avenue,East 161st Street & East 163rd Street,Bronx,Bronx,203.0,Not Applicable,Not Applicable
229584,2749,8.93,df_benches,40.8312176193,-73.9102065215,-3017.8437267667723,1170 Webster Avenue,,Bench,16.0,POINT (-73.9102065215 40.8312176193),2.0,Bronx,Bronx,203.0,77.0,32.0,15.0,2081.0,0.0,General,backless,1170 Webster Avenue,Webster Avenue,E 167th Street and E 168th Street,Bronx,Bronx,203.0,BX41,Not Applicable
229585,1217,3.7,df_benches,40.641474,-73.898254,-3003.333968586396,1600 Rockaway Parkway,07/07/2014,Bench,46.0,POINT (-73.898254 40.641474),3.0,Brooklyn,Brooklyn,318.0,59.0,19.0,8.0,2580.0,1371.0,Municipal Facilities,backless,1596 Rockaway Parkway,Rockaway Parkway,Avenue J & Avenue K,Brooklyn,Brooklyn,318.0,B42,Not Applicable
229586,2168,3.57,df_benches,40.756922,-73.828883,-3009.038025778126,41-51 Main Street (136-05 Sanford Avenue),06/20/2012,Bench,20.0,POINT (-73.828883 40.756922),4.0,Queens,Queens,407.0,40.0,16.0,6.0,495.0,145.0,Bus Route,backless,41-57 Main Street,Main Street,Sanford Avenue and 41st Road,Queens,Queens,407.0,Q44,Not Applicable
229587,1087,5.67,df_benches,40.630512,-74.009389,-3007.0393678771684,6511 Fort Hamilton Parkway,05/29/2014,Bench,38.0,POINT (-74.009389 40.630512),3.0,Brooklyn,Brooklyn,310.0,49.0,22.0,10.0,2481.0,1218.0,Health Care Facilities,backless,6511 Fort Hamilton Parkway,Fort Hamilton Parkway,65th Street & 66th Street,Brooklyn,Brooklyn,310.0,B16,Not Applicable
229588,1395,15.52,df_benches,40.665054,-73.885789,-3004.569599517606,665 New Lots Avenue,12/13/2013,Bench,42.0,POINT (-73.885789 40.665054),3.0,Brooklyn,Brooklyn,305.0,60.0,19.0,8.0,2288.0,1577.0,General,backless,665 New Lots Avenue,New Lots Avenue,Barbey Street & Schenck Avenue,Brooklyn,Brooklyn,305.0,B15,Not Applicable
229589,2450,8.56,df_benches,40.793763,-73.949381,-3016.673522510703,1573 Madison Avenue,10/28/2015,Bench,8.0,POINT (-73.949381 40.793763),1.0,Manhattan,Manhattan,111.0,68.0,30.0,13.0,3173.0,1822.0,General,backed,1573 Madison Avenue,Madison Avenue,E. 106th Street and E. 107th Street,Manhattan,Manhattan,111.0,Not Applicable,Not Applicable
229590,2812,3.5399999999999996,df_benches,40.839659,-73.871084,-3016.869880520356,1280 East Tremont Avenue,03/06/2018,Bench,15.0,POINT (-73.871084 40.839659),2.0,Bronx,Bronx,209.0,87.0,33.0,15.0,4027.0,10.0,Bus Route,backed 2,1280 East Tremont Avenue,East Tremont Avenue,Van Nest Avenue & Rosedale Avenue,Bronx,Bronx,209.0,BX40,Not Applicable
229591,1447,3.83,df_benches,40.671621,-73.94987,-3007.6610856392704,845 St Johns Place,11/03/2016,Bench,35.0,POINT (-73.94987 40.671621),3.0,Brooklyn,Brooklyn,308.0,43.0,20.0,9.0,3455.0,1777.0,Bus Route,backless,845 St Johns Place,St Johns Place,New York Avenue & Nostrand Avenue,Brooklyn,Brooklyn,308.0,B45,Not Applicable
229592,1135,4.17,df_benches,40.636587,-74.117509,-3011.8826027017826,221 Broadway,08/08/2013,Bench,49.0,POINT (-74.117509 40.636587),5.0,Staten Island,Staten Island,501.0,61.0,23.0,11.0,2064.0,728.0,Community Health Centers,backless,221 Broadway,Broadway,Henderson Avenue and Winegar Lane,Staten Island,Staten Island,501.0,S54,Not Applicable
229593,1576,4.800000000000001,df_benches,40.68906,-73.845626,-3004.70910705156,97-04 Atlantic Avenue,04/27/2018,Bench,32.0,POINT (-73.845626 40.68906),4.0,Queens,Queens,409.0,38.0,10.0,7.0,4035.0,675.0,Bus Route,backless,97-04 Atlantic Avenue,Atlantic Avenue,96th Street & 100th Street,Queens,Queens,409.0,Q24,Not Applicable
229594,1389,7.56,df_benches,40.663388,-73.939975,-3006.6498921353,483 Albany Avenue,11/26/2013,Bench,41.0,POINT (-73.939975 40.663388),3.0,Brooklyn,Brooklyn,309.0,43.0,20.0,9.0,2255.0,1160.0,Senior Center,backed,483 Albany Avenue,Albany Avenue,Lefferts and Empire Boulevards,Brooklyn,Brooklyn,309.0,Not Applicable,Not Applicable
229595,1392,15.4,df_benches,40.668961,-73.915565,-3006.0692302779653,1572 Pitkin Avenue,02/22/2013,Bench,41.0,POINT (-73.915565 40.668961),3.0,Brooklyn,Brooklyn,316.0,55.0,20.0,9.0,1711.0,444.0,BID,backed,1572 Pitkin Avenue,Pitkin Avenue,Strauss Street & Herzl Street,Brooklyn,Brooklyn,316.0,Not Applicable,Pitkin Avenue
229596,1871,7.27,df_benches,40.72212,-73.847335,-3007.2200375502,106-06 Queens Boulevard,12/12/2012,Bench,29.0,POINT (-73.847335 40.72212),4.0,Queens,Queens,406.0,28.0,16.0,6.0,1174.0,323.0,Senior Center,backed,106-06 Queens Boulevard,69th Road,Austin Street and Queens Boulevard,Queens,Queens,406.0,Not Applicable,Not Applicable
229597,912,7.180000000000001,df_benches,40.605754,-73.989866,-3004.414297288964,7914 Bay Parkway,11/27/2013,Bench,44.0,POINT (-73.989866 40.605754),3.0,Brooklyn,Brooklyn,311.0,47.0,22.0,11.0,2061.0,1354.0,General,backed,7914 Bay Parkway,Bay Parkway,78th & 79th Street,Brooklyn,Brooklyn,311.0,Not Applicable,Not Applicable
229598,1331,2.86,df_benches,40.655653,-73.930813,-3005.705479335889,726 Utica Avenue,05/20/2017,Bench,41.0,POINT (-73.930813 40.655653),3.0,Brooklyn,Brooklyn,317.0,58.0,20.0,9.0,3714.0,83.0,Senior Safety,backed 2,726 Utica Avenue,Utica Avenue,Lenox Road & Clarkson Avenue,Brooklyn,Brooklyn,317.0,Not Applicable,Not Applicable
229599,816,2.13,df_benches,40.595017,-73.78549,-2995.32322090333,5422 Beach Channel Drive,02/05/2019,Bench,31.0,POINT (-73.78549 40.595017),4.0,Queens,Queens,414.0,31.0,10.0,5.0,4236.0,466.0,Bus Route,backless,5422 Beach Channel Drive,Beach Channel Drive,Beach 54th Street & Beach 55th Street,Queens,Queens,414.0,Q53,Not Applicable
229600,1088,4.119999999999999,df_benches,40.6339,-74.004064,-3007.0737361695997,5801 Fort Hamilton Pkwy,05/21/2016,Bench,38.0,POINT (-74.004064 40.6339),3.0,Brooklyn,Brooklyn,312.0,48.0,17.0,10.0,3281.0,2242.0,General,backed,5801 Fort Hamilton Pkwy,Fort Hamilton Pkwy,58th Street & 59th Street,Brooklyn,Brooklyn,312.0,B16,Not Applicable
229601,1809,9.36,df_benches,40.718437,-73.872614,-3007.977379184318,64-59 Dry Harbor Road,04/13/2016,Bench,30.0,POINT (-73.872614 40.718437),4.0,Queens,Queens,405.0,30.0,15.0,6.0,3174.0,2011.0,General,backed,64-59 Dry Harbor Road,Dry Harbor Road,64th Road & Furmanville Avenue,Queens,Queens,405.0,Q29,Not Applicable
229602,605,7.07,df_benches,40.570692,-74.109521,-3006.674550758532,2488 Hylan Boulevard,04/13/2016,Bench,50.0,POINT (-74.109521 40.570692),5.0,Staten Island,Staten Island,502.0,64.0,24.0,11.0,3196.0,2056.0,General,backed,2488 Hylan Boulevard,Hylan Boulevard,Jacques Avenue & New Dorp Lane,Staten Island,Staten Island,502.0,S78,Not Applicable
229603,1392,15.4,df_benches,40.669526,-73.911863,-3005.960433986938,1665 Pitkin Avenue,02/21/2013,Bench,41.0,POINT (-73.911863 40.669526),3.0,Brooklyn,Brooklyn,316.0,55.0,20.0,9.0,1761.0,326.0,BID,backed,1665 Pitkin Avenue,Pitkin Avenue,Bristol Street & Chester Street,Brooklyn,Brooklyn,316.0,Not Applicable,Pitkin Avenue
229604,1272,3.640000000000001,df_benches,40.65489,-73.930731,-3005.64573642459,746 Utica Avenue,04/21/2012,Bench,41.0,POINT (-73.930731 40.65489),3.0,Brooklyn,Brooklyn,317.0,58.0,20.0,9.0,137.0,4.0,Bus Route,backless,746 Utica Avenue,Utica Avenue,Lenox Road and Linden Boulevard,Brooklyn,Brooklyn,317.0,B46,Not Applicable
229605,2568,8.33,df_benches,40.811221,-73.954107,-3018.157404634647,133 Morningside Avenue,01/16/2013,Bench,9.0,POINT (-73.954107 40.811221),1.0,Manhattan,Manhattan,109.0,70.0,30.0,13.0,1181.0,348.0,BID,backed,,Morningside Avenue,W125th Street & W126th Street,Manhattan,Manhattan,110.0,Not Applicable,125th Street
229606,1736,-3.88,df_benches,40.70856,-74.013349,-3012.97685856744,110 Greenwich Street,07/11/2012,Bench,1.0,POINT (-74.013349 40.70856),1.0,Manhattan,Manhattan,101.0,65.0,26.0,10.0,1020.0,166.0,BID,backed,110 Greenwich Street,Greenwich Street,Rector and Carlisle Streets,Manhattan,Manhattan,101.0,Not Applicable,Alliance for Downtown New York
229607,2032,11.09,df_benches,40.746062,-74.001653,-3015.275941240486,201 9th Avenue,07/22/2013,Bench,3.0,POINT (-74.001653 40.746062),1.0,Manhattan,Manhattan,104.0,75.0,27.0,10.0,2025.0,1451.0,General,backed,201 9th Avenue,9th Avenue,22nd and 23rd Streets,Manhattan,Manhattan,104.0,Not Applicable,Not Applicable
229608,916,6.9799999999999995,df_benches,40.608991,-73.9577,-3003.3475736807004,1524 Kings Highway,09/26/2018,Bench,48.0,POINT (-73.9577 40.608991),3.0,Brooklyn,Brooklyn,315.0,45.0,17.0,9.0,4177.0,949.0,Bus Route,backed,1524 Kings Highway,Kings Highway,East 15th Street & East 16th Street,Brooklyn,Brooklyn,315.0,B82,Kings Highway
229609,2686,7.99,df_benches,40.826576,-73.950328,-3019.138686316928,3542 Broadway,02/14/2017,Bench,7.0,POINT (-73.950328 40.826576),1.0,Manhattan,Manhattan,109.0,71.0,31.0,13.0,3556.0,0.0,Bus Route,backless,592 W 145th Street,W 145th Street,W 145th Street & W 146th Street,Manhattan,Manhattan,112.0,BX19,Not Applicable
229610,1683,9.29,df_benches,40.699991,-73.954743,-3009.9573745073126,210 Wallabout Street,11/20/2013,Bench,33.0,POINT (-73.954743 40.699991),3.0,Brooklyn,Brooklyn,301.0,50.0,26.0,7.0,2106.0,1016.0,General,backed,210 Wallabout Street,Wallabout Street,Lee and Bedford Avenues,Brooklyn,Brooklyn,301.0,Not Applicable,Not Applicable
229611,2403,3.1399999999999997,df_benches,40.785674,-73.839097,-3011.577338696378,129-21 14th Avenue,07/31/2013,Bench,19.0,POINT (-73.839097 40.785674),4.0,Queens,Queens,407.0,27.0,11.0,14.0,2026.0,823.0,General,backed,129-21 14th Avenue,14th Avenue,129th & 130th Street,Queens,Queens,407.0,Q20B,Not Applicable
229612,1331,2.86,df_benches,40.658815,-73.931127,-3005.952015434505,611 Utica Avenue,07/26/2016,Bench,41.0,POINT (-73.931127 40.658815),3.0,Brooklyn,Brooklyn,317.0,58.0,20.0,9.0,3540.0,1146.0,Bus Route,backless,611 Utica Avenue,Utica Avenue,Winthrop Street & Rutland Road,Brooklyn,Brooklyn,317.0,B46,Not Applicable
229613,2573,5.83,df_benches,40.812619,-73.906063,-3016.299991008997,811 East 149th Street,11/05/2014,Bench,8.0,POINT (-73.906063 40.812619),2.0,Bronx,Bronx,201.0,84.0,29.0,15.0,2697.0,658.0,Municipal Facilities,backed,811 East 149th Street,East 149th Street,Tinton Avenue & Union Avenue,Bronx,Bronx,201.0,Not Applicable,Not Applicable
229614,2159,5.91,df_benches,40.7577513469,-73.9164201893,-3012.667074528468,43-12 Broadway,06/28/2019,Bench,26.0,POINT (-73.9164201893 40.7577513469),4.0,Queens,Queens,401.0,30.0,12.0,14.0,4152.0,581.0,General,backed 2,43-12 Broadway,Broadway,43 Street & 44 Street,Queens,Queens,401.0,Not Applicable,Not Applicable
229615,853,2.19,df_benches,40.602403,-73.993352,-3004.3078972248563,8512 Bay Parkway,09/21/2018,Bench,47.0,POINT (-73.993352 40.602403),3.0,Brooklyn,Brooklyn,311.0,47.0,23.0,11.0,4170.0,1194.0,Bus Route,backless,8512 Bay Parkway,Bay Parkway,85th Street & 86th Street,Brooklyn,Brooklyn,311.0,B82,Not Applicable
229616,2270,0.8199999999999985,df_benches,40.778624,-73.979527,-3016.783315230848,141 West 73rd Street,12/19/2012,Bench,6.0,POINT (-73.979527 40.778624),1.0,Manhattan,Manhattan,107.0,67.0,29.0,10.0,1379.0,188.0,General,backed,141 West 73rd Street,73rd Street,Columbus and Amsterdam Avenues,Manhattan,Manhattan,107.0,Not Applicable,Not Applicable
229617,911,4.05,df_benches,40.609013,-74.000486,-3005.0866979803177,8210 18th Avenue,02/08/2018,Bench,43.0,POINT (-74.000486 40.609013),3.0,Brooklyn,Brooklyn,311.0,47.0,23.0,10.0,3953.0,424.0,General,backed 2,8210 18th Avenue,18th Avenue,82nd Street & 83rd Street,Brooklyn,Brooklyn,311.0,B8,Not Applicable
229618,1565,5.529999999999999,df_benches,40.68806,-73.95112,-3008.9276076272004,340 Nostrand Avenue,01/23/2018,Bench,36.0,POINT (-73.95112 40.68806),3.0,Brooklyn,Brooklyn,303.0,57.0,25.0,8.0,3971.0,374.0,General,backless 2,340 Nostrand Avenue,Nostrand Avenue,Green Avenue & Lexington Avenue,Brooklyn,Brooklyn,303.0,B44,Not Applicable
229619,1736,-3.88,df_benches,40.7138677703,-74.0116656928,-3013.3011704763076,230 Greenwich Street,06/13/2013,Bench,1.0,POINT (-74.0116656928 40.7138677703),1.0,Manhattan,Manhattan,101.0,66.0,26.0,10.0,1942.0,708.0,BID,backed,230 Greenwich Street,Greenwich Street & Barclay Street,Greenwich Street & Washington Street,Manhattan,Manhattan,101.0,Not Applicable,Alliance for Downtown New York
229620,1926,3.2300000000000004,df_benches,40.733265,-73.884013,-3009.537080792445,83-07 Grand Avenue,02/14/2013,Bench,25.0,POINT (-73.884013 40.733265),4.0,Queens,Queens,404.0,30.0,16.0,6.0,1805.0,427.0,General,backless,83-07 Grand Avenue,Grand Avenue,Calamus Avenue and 83rd Street,Queens,Queens,404.0,Q58,Not Applicable
229621,1329,4.9399999999999995,df_benches,40.660948,-73.953558,-3007.0217762529837,467 Rogers Avenue,08/01/2016,Bench,40.0,POINT (-73.953558 40.660948),3.0,Brooklyn,Brooklyn,309.0,43.0,20.0,9.0,3483.0,902.0,General,backed,467 Rogers Avenue,Rogers Ave,Maple Street & Lincoln Street,Brooklyn,Brooklyn,309.0,Not Applicable,Not Applicable
229622,2273,6.59,df_benches,40.777184,-73.955167,-3015.683452509728,1479 3rd Avenue,08/03/2017,Bench,5.0,POINT (-73.955167 40.777184),1.0,Manhattan,Manhattan,108.0,76.0,28.0,12.0,3689.0,214.0,Senior Safety,backed,1479 3rd Avenue,3rd Avenue,E 84th Street & E 83rd Street,Manhattan,Manhattan,108.0,Not Applicable,Not Applicable
229623,1917,2.2,df_benches,40.730104,-73.974577,-3012.9922145660075,276 Avenue C,04/11/2019,Bench,4.0,POINT (-73.974577 40.730104),1.0,Manhattan,Manhattan,106.0,74.0,27.0,12.0,4165.0,856.0,General,backless 2,276 Avenue C,Avenue C,East 16th Street & East 15th Street,Manhattan,Manhattan,106.0,M09,Not Applicable
229624,1139,11.61,df_benches,40.6357,-74.075713,-3010.1184507540997,263 Bay Street,01/29/2013,Bench,49.0,POINT (-74.075713 40.6357),5.0,Staten Island,Staten Island,501.0,61.0,23.0,11.0,1677.0,339.0,Bus Route,backless,263 Bay Street,Bay Street,Hannah Street & Swan Street,Staten Island,Staten Island,501.0,S78,Not Applicable
229625,2158,4.08,df_benches,40.762024,-73.918559,-3013.070076003416,37-01 31st Avenue,07/19/2016,Bench,22.0,POINT (-73.918559 40.762024),4.0,Queens,Queens,401.0,36.0,12.0,12.0,3364.0,1735.0,General,backed,37-01 31st Avenue,37th Street,37th Street & 38th Street,Queens,Queens,401.0,Not Applicable,Not Applicable
229626,2811,8.18,df_benches,40.840775,-73.879539,-3017.297629402725,2024 Boston Road,12/18/2014,Bench,15.0,POINT (-73.879539 40.840775),2.0,Bronx,Bronx,206.0,87.0,32.0,15.0,2899.0,1199.0,Municipal Facilities,backless,1065 East Tremont Avenue,East Tremont Avenue,Boston Road & East 177th Street,Bronx,Bronx,206.0,BX21,Not Applicable
229627,2039,5.08,df_benches,40.744771,-73.932449,-3012.360703974179,32-23 Queens Boulevard,07/06/2016,Bench,26.0,POINT (-73.932449 40.744771),4.0,Queens,Queens,402.0,37.0,12.0,12.0,3314.0,527.0,Municipal Facilities,backed,32-23 Queens Boulevard,Queens Boulevard,32nd Place & 33rd Street,Queens,Queens,402.0,Not Applicable,Not Applicable
229628,2690,15.86,df_benches,40.822763,-73.912718,-3017.3213695998343,843 Elton Avenue,01/10/2013,Bench,17.0,POINT (-73.912718 40.822763),2.0,Bronx,Bronx,203.0,79.0,32.0,15.0,796.0,352.0,General,backed,843 Elton Avenue,East 160th Street,East 159th and 160th Streets,Bronx,Bronx,203.0,Not Applicable,Not Applicable
229629,242,8.32,df_benches,40.528092,-74.192032,-3006.861498562944,100 Luten Avenue,12/21/2012,Bench,51.0,POINT (-74.192032 40.528092),5.0,Staten Island,Staten Island,503.0,62.0,24.0,11.0,760.0,398.0,General,backless,100 Luten Avenue,Luten Avenue,Eylandt Street & Deisius Street,Staten Island,Staten Island,503.0,S55,Not Applicable
229630,2870,11.49,df_benches,40.8505620954,-73.8824526744,-3018.139720736029,2300 Southern Boulevard,05/21/2019,Bench,15.0,POINT (-73.8824526744 40.8505620954),2.0,Bronx,Bronx,206.0,78.0,33.0,15.0,4140.0,415.0,General,backed 2,2300 Southern Boulevard,Crotona Parkway,Bronx Park South & La 65 de Enfanteria,Bronx,Bronx,206.0,Not Applicable,Not Applicable
229631,2104,12.86,df_benches,40.756277,-73.878605,-3011.016889753585,89-19 Northern Boulevard,09/27/2013,Bench,25.0,POINT (-73.878605 40.756277),4.0,Queens,Queens,403.0,34.0,13.0,14.0,2003.0,923.0,General,backless,89-19 Northern Boulevard,Northern Boulevard,89th & 90th Street,Queens,Queens,403.0,Q66,Not Applicable
229632,2105,5.900000000000001,df_benches,40.7495340664,-73.8625749635,-3009.8655147071668,103-12 Roosevelt Avenue,06/01/2018,Bench,21.0,POINT (-73.8625749635 40.7495340664),4.0,Queens,Queens,404.0,39.0,13.0,14.0,1342.0,375.0,Plaza,backed 2,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,Queens,404.0,Q20A,Not Applicable
229633,2389,9.72,df_benches,40.787831,-73.974895,-3017.275515502745,541 Amsterdam Avenue,10/15/2012,Bench,6.0,POINT (-73.974895 40.787831),1.0,Manhattan,Manhattan,107.0,69.0,29.0,10.0,1306.0,48.0,General,backless,541 Amsterdam Ave,Amsterdam Avenue,W. 86th Street & W. 87th Street,Manhattan,Manhattan,107.0,M11,Not Applicable
229634,1088,4.119999999999999,df_benches,40.633002,-74.005671,-3007.072577754342,6001 Fort Hamilton Pkwy,07/03/2017,Bench,38.0,POINT (-74.005671 40.633002),3.0,Brooklyn,Brooklyn,312.0,49.0,17.0,7.0,3788.0,116.0,Bus Route,backless 2,6001 Fort Hamilton Pkwy,60th Street,60th Street & 61st Street,Brooklyn,Brooklyn,312.0,B9,Not Applicable
229635,604,10.79,df_benches,40.5738060585,-74.1165275277,-3007.189613638376,32 New Dorp Plaza South,01/28/2017,Bench,50.0,POINT (-74.1165275277 40.5738060585),5.0,Staten Island,Staten Island,502.0,64.0,24.0,11.0,3666.0,14.0,Bus Route,backed 2,32 New Dorp Plaza South,New Dorp Lane,N. Railroad Avenue & S. Railroad Avenue,Staten Island,Staten Island,502.0,S76,Not Applicable
229636,913,5.0600000000000005,df_benches,40.605574,-73.979224,-3003.968854594576,1714 W. 6th Street,01/05/2015,Bench,44.0,POINT (-73.979224 40.605574),3.0,Brooklyn,Brooklyn,311.0,47.0,17.0,10.0,2993.0,1589.0,General,backed,1714 W. 6th Street,W. 6th Street,Quentin Road & Kings Highway,Brooklyn,Brooklyn,311.0,Not Applicable,Not Applicable
229637,2450,8.56,df_benches,40.793532,-73.949309,-3016.653503069388,61 E 106th Street,10/28/2015,Bench,8.0,POINT (-73.949309 40.793532),1.0,Manhattan,Manhattan,111.0,68.0,30.0,13.0,3212.0,1868.0,General,backed,61 E 106th Street,E 106th Street,Madison Avenue and Park Avenue,Manhattan,Manhattan,111.0,Not Applicable,Not Applicable
229638,1396,12.76,df_benches,40.662551,-73.880675,-3004.176715101925,797 Ashford Street,09/30/2013,Bench,42.0,POINT (-73.880675 40.662551),3.0,Brooklyn,Brooklyn,305.0,60.0,19.0,8.0,149.0,1002.0,Bus Route,backless,797 Ashford Street,Ashford Street,Linden Boulevard and Stanley Avenue,Brooklyn,Brooklyn,305.0,B6,Not Applicable
